OG0004764	tr|D0C5S7|D0C5S7_ACIB2					
OG0004765	tr|D0C5T0|D0C5T0_ACIB2					
OG0004766	tr|D0C5V3|D0C5V3_ACIB2					
OG0004767	tr|D0C5V5|D0C5V5_ACIB2					
OG0004768	tr|D0C5V6|D0C5V6_ACIB2					
OG0004769	tr|D0C5V9|D0C5V9_ACIB2					
OG0004770	tr|D0C5W0|D0C5W0_ACIB2					
OG0004771	tr|D0C5W9|D0C5W9_ACIB2					
OG0004772	tr|D0C5X9|D0C5X9_ACIB2					
OG0004773	tr|D0C5Y1|D0C5Y1_ACIB2					
OG0004774	tr|D0C5Y3|D0C5Y3_ACIB2					
OG0004775	tr|D0C5Z6|D0C5Z6_ACIB2					
OG0004776	tr|D0C603|D0C603_ACIB2					
OG0004777	tr|D0C626|D0C626_ACIB2					
OG0004778	tr|D0C631|D0C631_ACIB2					
OG0004779	tr|D0C633|D0C633_ACIB2					
OG0004780	tr|D0C636|D0C636_ACIB2					
OG0004781	tr|D0C637|D0C637_ACIB2					
OG0004782	tr|D0C649|D0C649_ACIB2					
OG0004783	tr|D0C651|D0C651_ACIB2					
OG0004784	tr|D0C666|D0C666_ACIB2					
OG0004785	tr|D0C667|D0C667_ACIB2					
OG0004786	tr|D0C675|D0C675_ACIB2					
OG0004787	tr|D0C678|D0C678_ACIB2					
OG0004788	tr|D0C679|D0C679_ACIB2					
OG0004789	tr|D0C684|D0C684_ACIB2					
OG0004790	tr|D0C686|D0C686_ACIB2					
OG0004791	tr|D0C687|D0C687_ACIB2					
OG0004792	tr|D0C691|D0C691_ACIB2					
OG0004793	tr|D0C696|D0C696_ACIB2					
OG0004794	tr|D0C698|D0C698_ACIB2					
OG0004795	tr|D0C6C7|D0C6C7_ACIB2					
OG0004796	tr|D0C6E0|D0C6E0_ACIB2					
OG0004797	tr|D0C6E2|D0C6E2_ACIB2					
OG0004798	tr|D0C6F0|D0C6F0_ACIB2					
OG0004799	tr|D0C6F1|D0C6F1_ACIB2					
OG0004800	tr|D0C6F5|D0C6F5_ACIB2					
OG0004801	tr|D0C6F6|D0C6F6_ACIB2					
OG0004802	tr|D0C6F7|D0C6F7_ACIB2					
OG0004803	tr|D0C6F9|D0C6F9_ACIB2					
OG0004804	tr|D0C6G1|D0C6G1_ACIB2					
OG0004805	tr|D0C6H4|D0C6H4_ACIB2					
OG0004806	tr|D0C6I4|D0C6I4_ACIB2					
OG0004807	tr|D0C6I5|D0C6I5_ACIB2					
OG0004808	tr|D0C6J7|D0C6J7_ACIB2					
OG0004809	tr|D0C6J9|D0C6J9_ACIB2					
OG0004810	tr|D0C6K5|D0C6K5_ACIB2					
OG0004811	tr|D0C6L0|D0C6L0_ACIB2					
OG0004812	tr|D0C6L4|D0C6L4_ACIB2					
OG0004813	tr|D0C6L5|D0C6L5_ACIB2					
OG0004814	tr|D0C6L6|D0C6L6_ACIB2					
OG0004815	tr|D0C6L7|D0C6L7_ACIB2					
OG0004816	tr|D0C6M0|D0C6M0_ACIB2					
OG0004817	tr|D0C6M1|D0C6M1_ACIB2					
OG0004818	tr|D0C6M5|D0C6M5_ACIB2					
OG0004819	tr|D0C6N0|D0C6N0_ACIB2					
OG0004820	tr|D0C6N2|D0C6N2_ACIB2					
OG0004821	tr|D0C6N7|D0C6N7_ACIB2					
OG0004822	tr|D0C6N8|D0C6N8_ACIB2					
OG0004823	tr|D0C6P0|D0C6P0_ACIB2					
OG0004824	tr|D0C6P5|D0C6P5_ACIB2					
OG0004825	tr|D0C6Q2|D0C6Q2_ACIB2					
OG0004826	tr|D0C6R9|D0C6R9_ACIB2					
OG0004827	tr|D0C6S2|D0C6S2_ACIB2					
OG0004828	tr|D0C6T4|D0C6T4_ACIB2					
OG0004829	tr|D0C6U4|D0C6U4_ACIB2					
OG0004830	tr|D0C6U7|D0C6U7_ACIB2					
OG0004831	tr|D0C6V8|D0C6V8_ACIB2					
OG0004832	tr|D0C6Y4|D0C6Y4_ACIB2					
OG0004833	tr|D0C6Z0|D0C6Z0_ACIB2					
OG0004834	tr|D0C712|D0C712_ACIB2					
OG0004835	tr|D0C725|D0C725_ACIB2					
OG0004836	tr|D0C726|D0C726_ACIB2					
OG0004837	tr|D0C727|D0C727_ACIB2					
OG0004838	tr|D0C728|D0C728_ACIB2					
OG0004839	tr|D0C729|D0C729_ACIB2					
OG0004840	tr|D0C730|D0C730_ACIB2					
OG0004841	tr|D0C734|D0C734_ACIB2					
OG0004842	tr|D0C735|D0C735_ACIB2					
OG0004843	tr|D0C736|D0C736_ACIB2					
OG0004844	tr|D0C740|D0C740_ACIB2					
OG0004845	tr|D0C743|D0C743_ACIB2					
OG0004846	tr|D0C744|D0C744_ACIB2					
OG0004847	tr|D0C747|D0C747_ACIB2					
OG0004848	tr|D0C749|D0C749_ACIB2					
OG0004849	tr|D0C750|D0C750_ACIB2					
OG0004850	tr|D0C752|D0C752_ACIB2					
OG0004851	tr|D0C754|D0C754_ACIB2					
OG0004852	tr|D0C755|D0C755_ACIB2					
OG0004853	tr|D0C766|D0C766_ACIB2					
OG0004854	tr|D0C771|D0C771_ACIB2					
OG0004855	tr|D0C773|D0C773_ACIB2					
OG0004856	tr|D0C778|D0C778_ACIB2					
OG0004857	tr|D0C779|D0C779_ACIB2					
OG0004858	tr|D0C780|D0C780_ACIB2					
OG0004859	tr|D0C788|D0C788_ACIB2					
OG0004860	tr|D0C7A8|D0C7A8_ACIB2					
OG0004861	tr|D0C7B2|D0C7B2_ACIB2					
OG0004862	tr|D0C7B9|D0C7B9_ACIB2					
OG0004863	tr|D0C7C0|D0C7C0_ACIB2					
OG0004864	tr|D0C7F8|D0C7F8_ACIB2					
OG0004865	tr|D0C7G4|D0C7G4_ACIB2					
OG0004866	tr|D0C7G5|D0C7G5_ACIB2					
OG0004867	tr|D0C7G6|D0C7G6_ACIB2					
OG0004868	tr|D0C7I0|D0C7I0_ACIB2					
OG0004869	tr|D0C7I2|D0C7I2_ACIB2					
OG0004870	tr|D0C7J0|D0C7J0_ACIB2					
OG0004871	tr|D0C7J1|D0C7J1_ACIB2					
OG0004872	tr|D0C7J4|D0C7J4_ACIB2					
OG0004873	tr|D0C7J6|D0C7J6_ACIB2					
OG0004874	tr|D0C7J9|D0C7J9_ACIB2					
OG0004875	tr|D0C7K2|D0C7K2_ACIB2					
OG0004876	tr|D0C7K6|D0C7K6_ACIB2					
OG0004877	tr|D0C7K7|D0C7K7_ACIB2					
OG0004878	tr|D0C7L5|D0C7L5_ACIB2					
OG0004879	tr|D0C7M6|D0C7M6_ACIB2					
OG0004880	tr|D0C7N2|D0C7N2_ACIB2					
OG0004881	tr|D0C7N4|D0C7N4_ACIB2					
OG0004882	tr|D0C7Q4|D0C7Q4_ACIB2					
OG0004883	tr|D0C7Q8|D0C7Q8_ACIB2					
OG0004884	tr|D0C7R6|D0C7R6_ACIB2					
OG0004885	tr|D0C7T4|D0C7T4_ACIB2					
OG0004886	tr|D0C7V2|D0C7V2_ACIB2					
OG0004887	tr|D0C7V4|D0C7V4_ACIB2					
OG0004888	tr|D0C7W1|D0C7W1_ACIB2					
OG0004889	tr|D0C7W2|D0C7W2_ACIB2					
OG0004890	tr|D0C7W7|D0C7W7_ACIB2					
OG0004891	tr|D0C7X2|D0C7X2_ACIB2					
OG0004892	tr|D0C7X8|D0C7X8_ACIB2					
OG0004893	tr|D0C7Y1|D0C7Y1_ACIB2					
OG0004894	tr|D0C7Y5|D0C7Y5_ACIB2					
OG0004895	tr|D0C7Y8|D0C7Y8_ACIB2					
OG0004896	tr|D0C7Y9|D0C7Y9_ACIB2					
OG0004897	tr|D0C7Z0|D0C7Z0_ACIB2					
OG0004898	tr|D0C7Z1|D0C7Z1_ACIB2					
OG0004899	tr|D0C7Z2|D0C7Z2_ACIB2					
OG0004900	tr|D0C7Z3|D0C7Z3_ACIB2					
OG0004901	tr|D0C7Z4|D0C7Z4_ACIB2					
OG0004902	tr|D0C7Z5|D0C7Z5_ACIB2					
OG0004903	tr|D0C800|D0C800_ACIB2					
OG0004904	tr|D0C819|D0C819_ACIB2					
OG0004905	tr|D0C820|D0C820_ACIB2					
OG0004906	tr|D0C837|D0C837_ACIB2					
OG0004907	tr|D0C860|D0C860_ACIB2					
OG0004908	tr|D0C861|D0C861_ACIB2					
OG0004909	tr|D0C864|D0C864_ACIB2					
OG0004910	tr|D0C8A1|D0C8A1_ACIB2					
OG0004911	tr|D0C8A7|D0C8A7_ACIB2					
OG0004912	tr|D0C8A8|D0C8A8_ACIB2					
OG0004913	tr|D0C8A9|D0C8A9_ACIB2					
OG0004914	tr|D0C8B0|D0C8B0_ACIB2					
OG0004915	tr|D0C8B5|D0C8B5_ACIB2					
OG0004916	tr|D0C8B7|D0C8B7_ACIB2					
OG0004917	tr|D0C8B9|D0C8B9_ACIB2					
OG0004918	tr|D0C8H0|D0C8H0_ACIB2					
OG0004919	tr|D0C8I6|D0C8I6_ACIB2					
OG0004920	tr|D0C8I8|D0C8I8_ACIB2					
OG0004921	tr|D0C8I9|D0C8I9_ACIB2					
OG0004922	tr|D0C8J0|D0C8J0_ACIB2					
OG0004923	tr|D0C8J1|D0C8J1_ACIB2					
OG0004924	tr|D0C8J2|D0C8J2_ACIB2					
OG0004925	tr|D0C8L8|D0C8L8_ACIB2					
OG0004926	tr|D0C8L9|D0C8L9_ACIB2					
OG0004927	tr|D0C8M1|D0C8M1_ACIB2					
OG0004928	tr|D0C8N0|D0C8N0_ACIB2					
OG0004929	tr|D0C8N9|D0C8N9_ACIB2					
OG0004930	tr|D0C8P0|D0C8P0_ACIB2					
OG0004931	tr|D0C8P6|D0C8P6_ACIB2					
OG0004932	tr|D0C8P7|D0C8P7_ACIB2					
OG0004933	tr|D0C8Q3|D0C8Q3_ACIB2					
OG0004934	tr|D0C8Q4|D0C8Q4_ACIB2					
OG0004935	tr|D0C8R1|D0C8R1_ACIB2					
OG0004936	tr|D0C8R3|D0C8R3_ACIB2					
OG0004937	tr|D0C8R4|D0C8R4_ACIB2					
OG0004938	tr|D0C8S3|D0C8S3_ACIB2					
OG0004939	tr|D0C8S5|D0C8S5_ACIB2					
OG0004940	tr|D0C8S8|D0C8S8_ACIB2					
OG0004941	tr|D0C8T0|D0C8T0_ACIB2					
OG0004942	tr|D0C8T2|D0C8T2_ACIB2					
OG0004943	tr|D0C8U0|D0C8U0_ACIB2					
OG0004944	tr|D0C8U3|D0C8U3_ACIB2					
OG0004945	tr|D0C8V6|D0C8V6_ACIB2					
OG0004946	tr|D0C8V7|D0C8V7_ACIB2					
OG0004947	tr|D0C8W0|D0C8W0_ACIB2					
OG0004948	tr|D0C8X4|D0C8X4_ACIB2					
OG0004949	tr|D0C8X7|D0C8X7_ACIB2					
OG0004950	tr|D0C8X8|D0C8X8_ACIB2					
OG0004951	tr|D0C8Y2|D0C8Y2_ACIB2					
OG0004952	tr|D0C8Y8|D0C8Y8_ACIB2					
OG0004953	tr|D0C8Y9|D0C8Y9_ACIB2					
OG0004954	tr|D0C900|D0C900_ACIB2					
OG0004955	tr|D0C901|D0C901_ACIB2					
OG0004956	tr|D0C903|D0C903_ACIB2					
OG0004957	tr|D0C911|D0C911_ACIB2					
OG0004958	tr|D0C915|D0C915_ACIB2					
OG0004959	tr|D0C917|D0C917_ACIB2					
OG0004960	tr|D0C927|D0C927_ACIB2					
OG0004961	tr|D0C928|D0C928_ACIB2					
OG0004962	tr|D0C929|D0C929_ACIB2					
OG0004963	tr|D0C930|D0C930_ACIB2					
OG0004964	tr|D0C933|D0C933_ACIB2					
OG0004965	tr|D0C935|D0C935_ACIB2					
OG0004966	tr|D0C936|D0C936_ACIB2					
OG0004967	tr|D0C937|D0C937_ACIB2					
OG0004968	tr|D0C940|D0C940_ACIB2					
OG0004969	tr|D0C943|D0C943_ACIB2					
OG0004970	tr|D0C948|D0C948_ACIB2					
OG0004971	tr|D0C956|D0C956_ACIB2					
OG0004972	tr|D0C957|D0C957_ACIB2					
OG0004973	tr|D0C958|D0C958_ACIB2					
OG0004974	tr|D0C960|D0C960_ACIB2					
OG0004975	tr|D0C962|D0C962_ACIB2					
OG0004976	tr|D0C964|D0C964_ACIB2					
OG0004977	tr|D0C965|D0C965_ACIB2					
OG0004978	tr|D0C966|D0C966_ACIB2					
OG0004979	tr|D0C969|D0C969_ACIB2					
OG0004980	tr|D0C984|D0C984_ACIB2					
OG0004981	tr|D0C985|D0C985_ACIB2					
OG0004982	tr|D0C996|D0C996_ACIB2					
OG0004983	tr|D0C998|D0C998_ACIB2					
OG0004984	tr|D0C9C0|D0C9C0_ACIB2					
OG0004985	tr|D0C9C6|D0C9C6_ACIB2					
OG0004986	tr|D0C9C7|D0C9C7_ACIB2					
OG0004987	tr|D0C9C9|D0C9C9_ACIB2					
OG0004988	tr|D0C9D0|D0C9D0_ACIB2					
OG0004989	tr|D0C9D4|D0C9D4_ACIB2					
OG0004990	tr|D0C9F4|D0C9F4_ACIB2					
OG0004991	tr|D0C9F7|D0C9F7_ACIB2					
OG0004992	tr|D0C9F8|D0C9F8_ACIB2					
OG0004993	tr|D0C9G0|D0C9G0_ACIB2					
OG0004994	tr|D0C9G4|D0C9G4_ACIB2					
OG0004995	tr|D0C9G7|D0C9G7_ACIB2					
OG0004996	tr|D0C9G9|D0C9G9_ACIB2					
OG0004997	tr|D0C9H6|D0C9H6_ACIB2					
OG0004998	tr|D0C9H7|D0C9H7_ACIB2					
OG0004999	tr|D0C9H8|D0C9H8_ACIB2					
OG0005000	tr|D0C9L3|D0C9L3_ACIB2					
OG0005001	tr|D0C9L4|D0C9L4_ACIB2					
OG0005002	tr|D0C9N9|D0C9N9_ACIB2					
OG0005003	tr|D0C9P5|D0C9P5_ACIB2					
OG0005004	tr|D0C9P9|D0C9P9_ACIB2					
OG0005005	tr|D0C9Q6|D0C9Q6_ACIB2					
OG0005006	tr|D0C9R3|D0C9R3_ACIB2					
OG0005007	tr|D0C9S3|D0C9S3_ACIB2					
OG0005008	tr|D0C9T3|D0C9T3_ACIB2					
OG0005009	tr|D0C9T4|D0C9T4_ACIB2					
OG0005010	tr|D0C9U3|D0C9U3_ACIB2					
OG0005011	tr|D0C9U4|D0C9U4_ACIB2					
OG0005012	tr|D0C9U5|D0C9U5_ACIB2					
OG0005013	tr|D0C9U7|D0C9U7_ACIB2					
OG0005014	tr|D0C9U8|D0C9U8_ACIB2					
OG0005015	tr|D0C9U9|D0C9U9_ACIB2					
OG0005016	tr|D0C9V2|D0C9V2_ACIB2					
OG0005017	tr|D0C9V3|D0C9V3_ACIB2					
OG0005018	tr|D0C9V4|D0C9V4_ACIB2					
OG0005019	tr|D0C9V5|D0C9V5_ACIB2					
OG0005020	tr|D0C9V7|D0C9V7_ACIB2					
OG0005021	tr|D0C9V8|D0C9V8_ACIB2					
OG0005022	tr|D0C9V9|D0C9V9_ACIB2					
OG0005023	tr|D0C9W0|D0C9W0_ACIB2					
OG0005024	tr|D0C9W1|D0C9W1_ACIB2					
OG0005025	tr|D0C9W2|D0C9W2_ACIB2					
OG0005026	tr|D0C9W3|D0C9W3_ACIB2					
OG0005027	tr|D0C9W5|D0C9W5_ACIB2					
OG0005028	tr|D0C9W6|D0C9W6_ACIB2					
OG0005029	tr|D0C9W7|D0C9W7_ACIB2					
OG0005030	tr|D0C9W8|D0C9W8_ACIB2					
OG0005031	tr|D0C9W9|D0C9W9_ACIB2					
OG0005032	tr|D0C9X0|D0C9X0_ACIB2					
OG0005033	tr|D0C9X1|D0C9X1_ACIB2					
OG0005034	tr|D0C9X2|D0C9X2_ACIB2					
OG0005035	tr|D0C9X3|D0C9X3_ACIB2					
OG0005036	tr|D0C9X4|D0C9X4_ACIB2					
OG0005037	tr|D0C9X5|D0C9X5_ACIB2					
OG0005038	tr|D0C9X6|D0C9X6_ACIB2					
OG0005039	tr|D0C9Y5|D0C9Y5_ACIB2					
OG0005040	tr|D0C9Y8|D0C9Y8_ACIB2					
OG0005041	tr|D0C9Y9|D0C9Y9_ACIB2					
OG0005042	tr|D0C9Z5|D0C9Z5_ACIB2					
OG0005043	tr|D0CA04|D0CA04_ACIB2					
OG0005044	tr|D0CA10|D0CA10_ACIB2					
OG0005045	tr|D0CA12|D0CA12_ACIB2					
OG0005046	tr|D0CA15|D0CA15_ACIB2					
OG0005047	tr|D0CA23|D0CA23_ACIB2					
OG0005048	tr|D0CA37|D0CA37_ACIB2					
OG0005049	tr|D0CA44|D0CA44_ACIB2					
OG0005050	tr|D0CA47|D0CA47_ACIB2					
OG0005051	tr|D0CA48|D0CA48_ACIB2					
OG0005052	tr|D0CA51|D0CA51_ACIB2					
OG0005053	tr|D0CA54|D0CA54_ACIB2					
OG0005054	tr|D0CA58|D0CA58_ACIB2					
OG0005055	tr|D0CA69|D0CA69_ACIB2					
OG0005056	tr|D0CA73|D0CA73_ACIB2					
OG0005057	tr|D0CA78|D0CA78_ACIB2					
OG0005058	tr|D0CAA7|D0CAA7_ACIB2					
OG0005059	tr|D0CAA8|D0CAA8_ACIB2					
OG0005060	tr|D0CAB3|D0CAB3_ACIB2					
OG0005061	tr|D0CAB9|D0CAB9_ACIB2					
OG0005062	tr|D0CAC8|D0CAC8_ACIB2					
OG0005063	tr|D0CAG8|D0CAG8_ACIB2					
OG0005064	tr|D0CAH8|D0CAH8_ACIB2					
OG0005065	tr|D0CAI0|D0CAI0_ACIB2					
OG0005066	tr|D0CAI8|D0CAI8_ACIB2					
OG0005067	tr|D0CAI9|D0CAI9_ACIB2					
OG0005068	tr|D0CAJ0|D0CAJ0_ACIB2					
OG0005069	tr|D0CAJ1|D0CAJ1_ACIB2					
OG0005070	tr|D0CAJ2|D0CAJ2_ACIB2					
OG0005071	tr|D0CAJ3|D0CAJ3_ACIB2					
OG0005072	tr|D0CAJ4|D0CAJ4_ACIB2					
OG0005073	tr|D0CAJ5|D0CAJ5_ACIB2					
OG0005074	tr|D0CAJ8|D0CAJ8_ACIB2					
OG0005075	tr|D0CAJ9|D0CAJ9_ACIB2					
OG0005076	tr|D0CAL3|D0CAL3_ACIB2					
OG0005077	tr|D0CAL5|D0CAL5_ACIB2					
OG0005078	tr|D0CAL6|D0CAL6_ACIB2					
OG0005079	tr|D0CAL9|D0CAL9_ACIB2					
OG0005080	tr|D0CAM1|D0CAM1_ACIB2					
OG0005081	tr|D0CAN0|D0CAN0_ACIB2					
OG0005082	tr|D0CAN3|D0CAN3_ACIB2					
OG0005083	tr|D0CAN9|D0CAN9_ACIB2					
OG0005084	tr|D0CAP1|D0CAP1_ACIB2					
OG0005085	tr|D0CAP6|D0CAP6_ACIB2					
OG0005086	tr|D0CAQ9|D0CAQ9_ACIB2					
OG0005087	tr|D0CAR0|D0CAR0_ACIB2					
OG0005088	tr|D0CAS2|D0CAS2_ACIB2					
OG0005089	tr|D0CAS6|D0CAS6_ACIB2					
OG0005090	tr|D0CAT0|D0CAT0_ACIB2					
OG0005091	tr|D0CAT8|D0CAT8_ACIB2					
OG0005092	tr|D0CAU6|D0CAU6_ACIB2					
OG0005093	tr|D0CAV4|D0CAV4_ACIB2					
OG0005094	tr|D0CAV6|D0CAV6_ACIB2					
OG0005095	tr|D0CAV8|D0CAV8_ACIB2					
OG0005096	tr|D0CAW0|D0CAW0_ACIB2					
OG0005097	tr|D0CAW3|D0CAW3_ACIB2					
OG0005098	tr|D0CAY0|D0CAY0_ACIB2					
OG0005099	tr|D0CAY3|D0CAY3_ACIB2					
OG0005100	tr|D0CAY8|D0CAY8_ACIB2					
OG0005101	tr|D0CAZ7|D0CAZ7_ACIB2					
OG0005102	tr|D0CB01|D0CB01_ACIB2					
OG0005103	tr|D0CB02|D0CB02_ACIB2					
OG0005104	tr|D0CB04|D0CB04_ACIB2					
OG0005105	tr|D0CB29|D0CB29_ACIB2					
OG0005106	tr|D0CB30|D0CB30_ACIB2					
OG0005107	tr|D0CB31|D0CB31_ACIB2					
OG0005108	tr|D0CB33|D0CB33_ACIB2					
OG0005109	tr|D0CB34|D0CB34_ACIB2					
OG0005110	tr|D0CB45|D0CB45_ACIB2					
OG0005111	tr|D0CB53|D0CB53_ACIB2					
OG0005112	tr|D0CB55|D0CB55_ACIB2					
OG0005113	tr|D0CB70|D0CB70_ACIB2					
OG0005114	tr|D0CB71|D0CB71_ACIB2					
OG0005115	tr|D0CB84|D0CB84_ACIB2					
OG0005116	tr|D0CB88|D0CB88_ACIB2					
OG0005117	tr|D0CBA5|D0CBA5_ACIB2					
OG0005118	tr|D0CBA8|D0CBA8_ACIB2					
OG0005119	tr|D0CBB0|D0CBB0_ACIB2					
OG0005120	tr|D0CBB1|D0CBB1_ACIB2					
OG0005121	tr|D0CBB2|D0CBB2_ACIB2					
OG0005122	tr|D0CBB9|D0CBB9_ACIB2					
OG0005123	tr|D0CBC0|D0CBC0_ACIB2					
OG0005124	tr|D0CBC5|D0CBC5_ACIB2					
OG0005125	tr|D0CBC6|D0CBC6_ACIB2					
OG0005126	tr|D0CBD0|D0CBD0_ACIB2					
OG0005127	tr|D0CBD6|D0CBD6_ACIB2					
OG0005128	tr|D0CBE2|D0CBE2_ACIB2					
OG0005129	tr|D0CBE9|D0CBE9_ACIB2					
OG0005130	tr|D0CBF1|D0CBF1_ACIB2					
OG0005131	tr|D0CBF2|D0CBF2_ACIB2					
OG0005132	tr|D0CBF3|D0CBF3_ACIB2					
OG0005133	tr|D0CBF4|D0CBF4_ACIB2					
OG0005134	tr|D0CBG1|D0CBG1_ACIB2					
OG0005135	tr|D0CBG8|D0CBG8_ACIB2					
OG0005136	tr|D0CBH0|D0CBH0_ACIB2					
OG0005137	tr|D0CBI1|D0CBI1_ACIB2					
OG0005138	tr|D0CBI3|D0CBI3_ACIB2					
OG0005139	tr|D0CBI7|D0CBI7_ACIB2					
OG0005140	tr|D0CBI8|D0CBI8_ACIB2					
OG0005141	tr|D0CBJ0|D0CBJ0_ACIB2					
OG0005142	tr|D0CBJ1|D0CBJ1_ACIB2					
OG0005143	tr|D0CBK4|D0CBK4_ACIB2					
OG0005144	tr|D0CBK5|D0CBK5_ACIB2					
OG0005145	tr|D0CBK6|D0CBK6_ACIB2					
OG0005146	tr|D0CBK7|D0CBK7_ACIB2					
OG0005147	tr|D0CBL1|D0CBL1_ACIB2					
OG0005148	tr|D0CBM4|D0CBM4_ACIB2					
OG0005149	tr|D0CBM5|D0CBM5_ACIB2					
OG0005150	tr|D0CBN1|D0CBN1_ACIB2					
OG0005151	tr|D0CBN2|D0CBN2_ACIB2					
OG0005152	tr|D0CBN6|D0CBN6_ACIB2					
OG0005153	tr|D0CBQ5|D0CBQ5_ACIB2					
OG0005154	tr|D0CBR0|D0CBR0_ACIB2					
OG0005155	tr|D0CBR4|D0CBR4_ACIB2					
OG0005156	tr|D0CBR6|D0CBR6_ACIB2					
OG0005157	tr|D0CBR8|D0CBR8_ACIB2					
OG0005158	tr|D0CBS3|D0CBS3_ACIB2					
OG0005159	tr|D0CBS4|D0CBS4_ACIB2					
OG0005160	tr|D0CBT2|D0CBT2_ACIB2					
OG0005161	tr|D0CBT4|D0CBT4_ACIB2					
OG0005162	tr|D0CBT5|D0CBT5_ACIB2					
OG0005163	tr|D0CBT7|D0CBT7_ACIB2					
OG0005164	tr|D0CBT8|D0CBT8_ACIB2					
OG0005165	tr|D0CBV4|D0CBV4_ACIB2					
OG0005166	tr|D0CBV5|D0CBV5_ACIB2					
OG0005167	tr|D0CBW0|D0CBW0_ACIB2					
OG0005168	tr|D0CBX2|D0CBX2_ACIB2					
OG0005169	tr|D0CBX6|D0CBX6_ACIB2					
OG0005170	tr|D0CBY9|D0CBY9_ACIB2					
OG0005171	tr|D0CBZ0|D0CBZ0_ACIB2					
OG0005172	tr|D0CC06|D0CC06_ACIB2					
OG0005173	tr|D0CC07|D0CC07_ACIB2					
OG0005174	tr|D0CC08|D0CC08_ACIB2					
OG0005175	tr|D0CC15|D0CC15_ACIB2					
OG0005176	tr|D0CC16|D0CC16_ACIB2					
OG0005177	tr|D0CC27|D0CC27_ACIB2					
OG0005178	tr|D0CC29|D0CC29_ACIB2					
OG0005179	tr|D0CC35|D0CC35_ACIB2					
OG0005180	tr|D0CC54|D0CC54_ACIB2					
OG0005181	tr|D0CC65|D0CC65_ACIB2					
OG0005182	tr|D0CC76|D0CC76_ACIB2					
OG0005183	tr|D0CC80|D0CC80_ACIB2					
OG0005184	tr|D0CC81|D0CC81_ACIB2					
OG0005185	tr|D0CC85|D0CC85_ACIB2					
OG0005186	tr|D0CC91|D0CC91_ACIB2					
OG0005187	tr|D0CC92|D0CC92_ACIB2					
OG0005188	tr|D0CC94|D0CC94_ACIB2					
